all_rates,provider_groups,npi,entity_type_code,business_name,last_name,first_name,first_line_location_address,second_line_location_address,city_name,state_name,int_postal,truncated_zips,phone,taxonomy_1,taxonomy_2,taxonomy_3,taxonomy_4,taxonomy_5,taxonomy_6,taxonomy_7,taxonomy_8,taxonomy_9,taxonomy_10,taxonomy_11,taxonomy_12,taxonomy_13,taxonomy_14,taxonomy_15,Input Address,Match,Match Result,Match Address,LatLong,Number,L or R,longitude,latitude,mapped_taxonomy_1,mapped_taxonomy_2,mapped_taxonomy_3,mapped_taxonomy_4,mapped_taxonomy_5,mapped_taxonomy_6,mapped_taxonomy_7,mapped_taxonomy_8,mapped_taxonomy_9,mapped_taxonomy_10,mapped_taxonomy_11,mapped_taxonomy_12,mapped_taxonomy_13,mapped_taxonomy_14,mapped_taxonomy_15,size,alias,yelp_alias,api_url,score,review_count,map_area
385.43,[13327],1174537948,2.0,INTEGRATED DIAGNOSTIC IMAGING & CARDIOLOGY OF STATEN ISLAND P.C.,INTEGRATED DIAGNOSTIC IMAGING & CARDIOLOGY OF STATEN ISLAND P.C.,INTEGRATED DIAGNOSTIC IMAGING & CARDIOLOGY OF STATEN ISLAND P.C.,2052 RICHMOND RD STE B,,STATEN ISLAND,NY,103062583.0,10306,2018887877.0,207RC0000X,2085R0202X,,,,,,,,,,,,,,"2052 RICHMOND RD STE B, STATEN ISLAND, NY, 10306",Match,Non_Exact,"2052 RICHMOND RD, STATEN ISLAND, NY, 10306","-74.1103533832732,40.58210554786069",59868267.0,L,-74.1103533832732,40.58210554786069,"Allopathic & Osteopathic Physicians/Internal Medicine, Cardiovascular Disease","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
385.43,[13327],1447264213,2.0,BETTER MEDICAL HEALTH PC,BETTER MEDICAL HEALTH PC,BETTER MEDICAL HEALTH PC,1408 OCEAN AVE,,BROOKLYN,NY,112303803.0,11230,7182524449.0,2085R0202X,,,,,,,,,,,,,,,"1408 OCEAN AVE, BROOKLYN, NY, 11230",Match,Exact,"1408 OCEAN AVE, BROOKLYN, NY, 11230","-73.95687233953612,40.62785332206971",59081650.0,R,-73.95687233953612,40.62785332206971,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
385.43,[13327],1154718757,2.0,"NEIGHBORHOOD RADIOLOGY SERVICES, P.C.","NEIGHBORHOOD RADIOLOGY SERVICES, P.C.","NEIGHBORHOOD RADIOLOGY SERVICES, P.C.",11302 QUEENS BLVD,,FOREST HILLS,NY,113756468.0,11375,7185443066.0,2085R0202X,,,,,,,,,,,,,,,"11302 QUEENS BLVD, FOREST HILLS, NY, 11375",Match,Exact,"113-02 QUEENS BLVD, FOREST HILLS, NY, 11375","-73.83582452862811,40.71763816017318",59706510.0,R,-73.83582452862811,40.71763816017318,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
352.08,[14092],1821108804,2.0,EMPIRE MEDICAL GROUP OF NEW YORK PC,EMPIRE MEDICAL GROUP OF NEW YORK PC,EMPIRE MEDICAL GROUP OF NEW YORK PC,113-02 QUEENS BLVD,,FOREST HILLS,NY,11375.0,11375,7185443066.0,2085R0202X,,,,,,,,,,,,,,,"113-02 QUEENS BLVD, FOREST HILLS, NY, 11375",Match,Exact,"113-02 QUEENS BLVD, FOREST HILLS, NY, 11375","-73.83582452862811,40.71763816017318",59706510.0,R,-73.83582452862811,40.71763816017318,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,empire-imaging-of-new-york-forest-hills,empire-imaging-of-new-york-forest-hills,https://www.yelp.com/biz/empire-imaging-of-new-york-forest-hills?start=0,1.4,54.0,NYC
352.08,[14092],1639494941,2.0,SONUS MEDICAL PC,SONUS MEDICAL PC,SONUS MEDICAL PC,13656 39TH AVE STE 303B,,FLUSHING,NY,113545508.0,11354,6464507345.0,2085R0202X,,,,,,,,,,,,,,,"13656 39TH AVE STE 303B, FLUSHING, NY, 11354",Match,Exact,"136-56 39TH AVE, FLUSHING, NY, 11354","-73.82878575935712,40.76054301181023",59734563.0,R,-73.82878575935712,40.76054301181023,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
352.08,[14092],1902998156,2.0,"STAND-UP MRI OF QUEENS, P.C.","STAND-UP MRI OF QUEENS, P.C.","STAND-UP MRI OF QUEENS, P.C.",16720 UNION TPKE,,FLUSHING,NY,113661310.0,11366,7189696222.0,2085R0202X,,,,,,,,,,,,,,,"16720 UNION TPKE, FLUSHING, NY, 11366",Match,Exact,"167-20 UNION TPKE, FLUSHING, NY, 11366","-73.8008083962963,40.72267171515489",59711847.0,R,-73.8008083962963,40.72267171515489,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,stand-up-mri-of-queens-fresh-meadows,stand-up-mri-of-queens-fresh-meadows,https://www.yelp.com/biz/stand-up-mri-of-queens-fresh-meadows?start=0,3.1,10.0,NYC
352.08,[14092],1558336420,2.0,"STAND-UP MRI OF EAST ELMHURST, PC","STAND-UP MRI OF EAST ELMHURST, PC","STAND-UP MRI OF EAST ELMHURST, PC",7533 31ST AVE,,EAST ELMHURST,NY,113701811.0,11370,7187792825.0,2085R0202X,,,,,,,,,,,,,,,"7533 31ST AVE, EAST ELMHURST, NY, 11370",Match,Exact,"75-33 31ST AVE, EAST ELMHURST, NY, 11370","-73.89221151356185,40.7586414917065",59697754.0,L,-73.89221151356185,40.7586414917065,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,stand-up-mri-of-east-elmhurst-east-elmhurst-2,stand-up-mri-of-east-elmhurst-east-elmhurst-2,https://www.yelp.com/biz/stand-up-mri-of-east-elmhurst-east-elmhurst-2?start=0,3.2,6.0,NYC
1853.15,[12058],1447430152,2.0,WEILL CORNELL IMAGING AT NEW YORK PRESBYTERIAN,WEILL CORNELL IMAGING AT NEW YORK PRESBYTERIAN,WEILL CORNELL IMAGING AT NEW YORK PRESBYTERIAN,1305 YORK AVE,3RD FLOOR,NEW YORK,NY,100215663.0,10021,2127462971.0,2085B0100X,2085N0904X,2085R0203X,2085R0204X,2085U0001X,2085R0202X,,,,,,,,,,"1305 YORK AVE, NEW YORK, NY, 10021",Match,Exact,"1305 YORK AVE, NEW YORK, NY, 10021","-73.95505961524213,40.76517013503258",59658449.0,L,-73.95505961524213,40.76517013503258,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,5.0,weill-cornell-imaging-at-new-york-presbyterian-new-york,weill-cornell-imaging-at-new-york-presbyterian-new-york,https://www.yelp.com/biz/weill-cornell-imaging-at-new-york-presbyterian-new-york?start=0,2.6,22.0,NYC
372.56,[43],1083649420,2.0,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,55 E 34TH ST,DEPT OF RADIOLOGY,NEW YORK,NY,100164337.0,10016,2125902900.0,2085R0202X,2085P0229X,2085N0904X,2085N0700X,2085R0205X,,,,,,,,,,,"55 E 34TH ST, NEW YORK, NY, 10016",Match,Exact,"55 E 34TH ST, NEW YORK, NY, 10016","-73.98231147543339,40.74757528410538",59654394.0,L,-73.98231147543339,40.74757528410538,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology","Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Radiological Physics",,,,,,,,,,,5.0,new-york-radiology-associates-new-york,new-york-radiology-associates-new-york,https://www.yelp.com/biz/new-york-radiology-associates-new-york?start=0,1.4,10.0,NYC
372.56,[43],1154479756,2.0,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,339 HICKS ST,DEPT OF RADIOLOGY,BROOKLYN,NY,112015509.0,11201,7187801788.0,2085R0202X,2085N0700X,2085N0904X,2085P0229X,2085R0205X,,,,,,,,,,,"339 HICKS ST, BROOKLYN, NY, 11201",Match,Exact,"339 HICKS ST, BROOKLYN, NY, 11201","-73.99774457483653,40.69111496956157",59074814.0,L,-73.99774457483653,40.69111496956157,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics",,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
372.56,[43],1679621338,2.0,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,10 UNION SQ E,SUITE 3P DEPT OF RADIOLOGY,NEW YORK,NY,100033314.0,10003,2128448880.0,2085P0229X,2085R0202X,2085N0700X,2085N0904X,2085R0205X,,,,,,,,,,,"10 UNION SQ E, NEW YORK, NY, 10003",Match,Exact,"10 UNION SQ E, NEW YORK, NY, 10003","-73.98971620434725,40.7355079969721",59653677.0,R,-73.98971620434725,40.7355079969721,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Radiological Physics",,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
372.56,[43],1396929352,2.0,EASTSIDE MEDICAL RADIOLOGY PLLC,EASTSIDE MEDICAL RADIOLOGY PLLC,EASTSIDE MEDICAL RADIOLOGY PLLC,170 EAST 77TH STREET,LOWER LEVEL,NEW YORK,NY,100751912.0,10075,2123699200.0,2085R0202X,,,,,,,,,,,,,,,"170 EAST 77TH STREET, NEW YORK, NY, 10075",Match,Exact,"170 E 77TH ST, NEW YORK, NY, 10075","-73.95921523612077,40.77330613075094",59657396.0,R,-73.95921523612077,40.77330613075094,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,carnegie-hill-radiology-new-york,carnegie-hill-radiology-new-york,https://www.yelp.com/biz/carnegie-hill-radiology-new-york?start=0,3.6,14.0,NYC
348.94,[153],1588639553,2.0,"STAND-UP MRI OF STATEN ISLAND, PC","STAND-UP MRI OF STATEN ISLAND, PC","STAND-UP MRI OF STATEN ISLAND, PC",2090 HYLAN BLVD,,STATEN ISLAND,NY,103063457.0,10306,7183510616.0,2085R0202X,,,,,,,,,,,,,,,"2090 HYLAN BLVD, STATEN ISLAND, NY, 10306",Match,Exact,"2090 HYLAN BLVD, STATEN ISLAND, NY, 10306","-74.1007607383462,40.57931280145732",59868409.0,L,-74.1007607383462,40.57931280145732,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,stand-up-mri-of-staten-island-staten-island,stand-up-mri-of-staten-island-staten-island,https://www.yelp.com/biz/stand-up-mri-of-staten-island-staten-island?start=0,4.0,8.0,NYC
348.94,[153],1093780058,2.0,"STAND-UP MRI OF BENSONHURST, PC","STAND-UP MRI OF BENSONHURST, PC","STAND-UP MRI OF BENSONHURST, PC",2671 86TH ST,,BROOKLYN,NY,112233506.0,11223,7189467304.0,2085R0202X,,,,,,,,,,,,,,,"2671 86TH ST, BROOKLYN, NY, 11223",Match,Exact,"2671 86TH ST, BROOKLYN, NY, 11223","-73.98288619026181,40.5953946730462",59090597.0,L,-73.98288619026181,40.5953946730462,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,stand-up-mri-of-bensonhurst-pc-brooklyn,stand-up-mri-of-bensonhurst-pc-brooklyn,https://www.yelp.com/biz/stand-up-mri-of-bensonhurst-pc-brooklyn?start=0,5.0,2.0,NYC
348.94,[153],1619068954,2.0,"STAND-UP MRI OF THE BRONX, P.C.","STAND-UP MRI OF THE BRONX, P.C.","STAND-UP MRI OF THE BRONX, P.C.",2050 EASTCHESTER RD,SUITE 1B,BRONX,NY,104612200.0,10461,7186781970.0,2085R0202X,,,,,,,,,,,,,,,"2050 EASTCHESTER RD, BRONX, NY, 10461",Match,Exact,"2050 EASTCHESTER RD, BRONX, NY, 10461","-73.84354701925918,40.854575637766914",80305331.0,R,-73.84354701925918,40.854575637766914,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,stand-up-mri-of-the-bronx-bronx,stand-up-mri-of-the-bronx-bronx,https://www.yelp.com/biz/stand-up-mri-of-the-bronx-bronx?start=0,2.8,12.0,NYC
348.94,[153],1124110440,2.0,"STAND-UP MRI OF BROOKLYN, P.C.","STAND-UP MRI OF BROOKLYN, P.C.","STAND-UP MRI OF BROOKLYN, P.C.",306 5TH AVE,,BROOKLYN,NY,112152420.0,11215,7187687700.0,2085R0202X,,,,,,,,,,,,,,,"306 5TH AVE, BROOKLYN, NY, 11215",Match,Exact,"306 5TH AVE, BROOKLYN, NY, 11215","-73.98288381248608,40.6733770351816",59078103.0,R,-73.98288381248608,40.6733770351816,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,stand-up-mri-of-brooklyn-brooklyn,stand-up-mri-of-brooklyn-brooklyn,https://www.yelp.com/biz/stand-up-mri-of-brooklyn-brooklyn?start=0,2.5,47.0,NYC
348.94,[153],1851640817,2.0,SOUTH BROOKLYN RADIOLOGY PLLC,SOUTH BROOKLYN RADIOLOGY PLLC,SOUTH BROOKLYN RADIOLOGY PLLC,3852 NOSTRAND AVE,,BROOKLYN,NY,112352013.0,11235,7187432300.0,2085R0202X,,,,,,,,,,,,,,,"3852 NOSTRAND AVE, BROOKLYN, NY, 11235",Match,Exact,"3852 NOSTRAND AVE, BROOKLYN, NY, 11235","-73.9400305204112,40.59039750524789",59092022.0,R,-73.9400305204112,40.59039750524789,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
348.94,[153],1508864570,2.0,HEALTHCARE RADIOLOGY AND DIAGNOSTIC SYSTEMS PLLC,HEALTHCARE RADIOLOGY AND DIAGNOSTIC SYSTEMS PLLC,HEALTHCARE RADIOLOGY AND DIAGNOSTIC SYSTEMS PLLC,600 E 233RD ST,,BRONX,NY,104662604.0,10466,7189200100.0,2085R0202X,,,,,,,,,,,,,,,"600 E 233RD ST, BRONX, NY, 10466",Match,Exact,"600 E 233RD ST, BRONX, NY, 10466","-73.86131938326372,40.89458490010736",80297046.0,R,-73.86131938326372,40.89458490010736,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
348.94,[153],1568413169,2.0,STATEN ISLAND PHYSICIAN PRACTICE PC,STATEN ISLAND PHYSICIAN PRACTICE PC,STATEN ISLAND PHYSICIAN PRACTICE PC,441 9TH AVE,9TH FLOOR,NEW YORK,NY,100011623.0,10001,6466802894.0,207N00000X,207P00000X,207Q00000X,207RG0300X,207RH0003X,207W00000X,208000000X,2085R0202X,208600000X,208800000X,207ND0101X,207NS0135X,207NP0225X,207ND0900X,207R00000X,"441 9TH AVE, NEW YORK, NY, 10001",Match,Exact,"441 9TH AVE, NEW YORK, NY, 10001","-73.9961252469435,40.75374745446635",59658565.0,L,-73.9961252469435,40.75374745446635, Allopathic & Osteopathic Physicians/Dermatology,Allopathic & Osteopathic Physicians/Emergency Medicine,Allopathic & Osteopathic Physicians/Family Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Geriatric Medicine","Allopathic & Osteopathic Physicians/Internal Medicine, Hematology & Oncology",Allopathic & Osteopathic Physicians/Ophthalmology,Allopathic & Osteopathic Physicians/Pediatrics,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Surgery,Allopathic & Osteopathic Physicians/Urology,"Allopathic & Osteopathic Physicians, Dermatology, MOHS-Micrographic Surgery","Allopathic &Osteopathic Physicians/Dermatology, Procedural Dermatology","Allopathic & Osteopathic Physicians/Dermatology, Pediatric Dermatology","Allopathic & Osteopathic Physicians/Dermatology, Dermapathology",Allopathic & Osteopathic Physicians/Internal Medicine,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
348.94,[153],1194956268,2.0,"STAND-UP MRI OF MANHATTAN, P.C.","STAND-UP MRI OF MANHATTAN, P.C.","STAND-UP MRI OF MANHATTAN, P.C.",191 AVENUE A,,NEW YORK,NY,100094094.0,10009,2126748300.0,2085R0202X,261QM1200X,,,,,,,,,,,,,,"191 AVENUE A, NEW YORK, NY, 10009",Match,Exact,"191 AVE A, NEW YORK, NY, 10009","-73.98147214213708,40.72900428668697",59654699.0,L,-73.98147214213708,40.72900428668697,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,stand-up-mri-of-manhattan-new-york,,https://zephyr.health/page-not-found,N/A,N/A,NYC
417.89,[15897],1275705840,2.0,"CHELSEA DIAGNOSTIC RADIOLOGY ,P.C","CHELSEA DIAGNOSTIC RADIOLOGY ,P.C","CHELSEA DIAGNOSTIC RADIOLOGY ,P.C",230 W 17TH ST,,NEW YORK,NY,100115325.0,10011,2129898999.0,2085R0202X,,,,,,,,,,,,,,,"230 W 17TH ST, NEW YORK, NY, 10011",Match,Exact,"230 W 17TH ST, NEW YORK, NY, 10011","-73.99921951922323,40.74079886803395",59662097.0,L,-73.99921951922323,40.74079886803395,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,chelsea-diagnostic-radiology-associates-new-york,chelsea-diagnostic-radiology-associates-new-york,https://www.yelp.com/biz/chelsea-diagnostic-radiology-associates-new-york?start=0,2.2,176.0,NYC
662.82,[57739],1134139116,2.0,NEW YORK SOCIETY FOR THE RELIEF OF RUPTURED & CRIPPLED MAINTAINING,NEW YORK SOCIETY FOR THE RELIEF OF RUPTURED & CRIPPLED MAINTAINING,NEW YORK SOCIETY FOR THE RELIEF OF RUPTURED & CRIPPLED MAINTAINING,535 E 70TH ST,,NEW YORK,NY,100214872.0,10021,2126061233.0,2085R0202X,,,,,,,,,,,,,,,"535 E 70TH ST, NEW YORK, NY, 10021",Match,Exact,"535 E 70TH ST, NEW YORK, NY, 10021","-73.95392738725985,40.76528429893489",640859609.0,L,-73.95392738725985,40.76528429893489,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
662.82,[57739],1255777488,2.0,NY SOCIETY FOR THE RELIEF OF THE RUPTURED & CRIPPLED,NY SOCIETY FOR THE RELIEF OF THE RUPTURED & CRIPPLED,NY SOCIETY FOR THE RELIEF OF THE RUPTURED & CRIPPLED,535 EAST 70TH STREET,,NEW YORK,NY,10021.0,10021,2126061000.0,2085R0202X,,,,,,,,,,,,,,,"535 EAST 70TH STREET, NEW YORK, NY, 10021",Match,Exact,"535 E 70TH ST, NEW YORK, NY, 10021","-73.95392738725985,40.76528429893489",640859609.0,L,-73.95392738725985,40.76528429893489,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1243.37,[48500],1780787796,2.0,MOUNT SINAI SCHOOL OF MEDICINE,MOUNT SINAI SCHOOL OF MEDICINE,MOUNT SINAI SCHOOL OF MEDICINE,1176 5TH AVE,,NEW YORK,NY,100296503.0,10029,2122418426.0,2085R0202X,,,,,,,,,,,,,,,"1176 5TH AVE, NEW YORK, NY, 10029",Match,Exact,"1176 5TH AVE, NEW YORK, NY, 10029","-73.95442890344452,40.78961543051179",642471775.0,R,-73.95442890344452,40.78961543051179,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,mount-sinai-radiology-associates-new-york,mount-sinai-radiology-associates-new-york,https://www.yelp.com/biz/mount-sinai-radiology-associates-new-york?start=0,1.1,9.0,NYC
1243.37,[48500],1942543889,2.0,FPA HOSPITAL BASED,FPA HOSPITAL BASED,FPA HOSPITAL BASED,1 GUSTAVE L LEVY PL,,NEW YORK,NY,100296500.0,10029,2122416381.0,2085R0202X,,,,,,,,,,,,,,,"1 GUSTAVE L LEVY PL, NEW YORK, NY, 10029",Match,Exact,"1 GUSTAVE L LEVY PL, NEW YORK, NY, 10029","-73.95378628448896,40.79048797368887",59662666.0,L,-73.95378628448896,40.79048797368887,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1243.37,[48500],1487995700,2.0,FPA HOSPITAL BASED,FPA HOSPITAL BASED,FPA HOSPITAL BASED,1176 5TH AVE,#1235,NEW YORK,NY,100296503.0,10029,2122416381.0,2085R0202X,,,,,,,,,,,,,,,"1176 5TH AVE, NEW YORK, NY, 10029",Match,Exact,"1176 5TH AVE, NEW YORK, NY, 10029","-73.95442890344452,40.78961543051179",642471775.0,R,-73.95442890344452,40.78961543051179,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1059.8,[55133],1588775654,2.0,"CANAL RADIOLOGY ASSOCIATES, P.C.","CANAL RADIOLOGY ASSOCIATES, P.C.","CANAL RADIOLOGY ASSOCIATES, P.C.",212 CANAL STREET,SUITE 206,NEW YORK,NY,100134156.0,10013,2123495799.0,2085R0202X,,,,,,,,,,,,,,,"212 CANAL STREET, NEW YORK, NY, 10013",Match,Exact,"212 CANAL ST, NEW YORK, NY, 10013","-73.998922272948,40.71723225532429",59653795.0,L,-73.998922272948,40.71723225532429,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,canal-radiology-associates-new-york,canal-radiology-associates-new-york,https://www.yelp.com/biz/canal-radiology-associates-new-york?start=0,2.1,7.0,NYC
1176.09,[13874],1417906462,2.0,"PROFESSIONAL RADIOLOGY SERVICES, P.C.","PROFESSIONAL RADIOLOGY SERVICES, P.C.","PROFESSIONAL RADIOLOGY SERVICES, P.C.",161 ATLANTIC AVE,,BROOKLYN,NY,112016720.0,11201,7188020400.0,2085R0202X,,,,,,,,,,,,,,,"161 ATLANTIC AVE, BROOKLYN, NY, 11201",Match,Exact,"161 ATLANTIC AVE, BROOKLYN, NY, 11201","-73.99463357281195,40.690377939162204",59074817.0,L,-73.99463357281195,40.69037793916221,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,lenox-hill-radiology-brooklyn-12,lenox-hill-radiology-brooklyn-12,https://www.yelp.com/biz/lenox-hill-radiology-brooklyn-12?start=0,1.9,41.0,NYC
1734.19,[2234],1639159692,2.0,MSKCC RADIOLOGY GROUP,MSKCC RADIOLOGY GROUP,MSKCC RADIOLOGY GROUP,1275 YORK AVE,,NEW YORK,NY,100216007.0,10021,6462273813.0,2085R0202X,,,,,,,,,,,,,,,"1275 YORK AVE, NEW YORK, NY, 10021",Match,Non_Exact,"1275 YORK AVE, NEW YORK, NY, 10065","-73.95572064471907,40.76426405062949",59658440.0,L,-73.95572064471907,40.76426405062949,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
639.9,[55910],1619485695,2.0,BAY AREA SURGICAL SPECIALISTS INC A MEDICAL CORPORATION,BAY AREA SURGICAL SPECIALISTS INC A MEDICAL CORPORATION,BAY AREA SURGICAL SPECIALISTS INC A MEDICAL CORPORATION,2242 CAMINO RAMON STE 100,,SAN RAMON,CA,945831363.0,94583,9253270015.0,2085R0202X,,,,,,,,,,,,,,None,"2242 CAMINO RAMON STE 100, SAN RAMON, CA, 94583",Match,Exact,"2242 CAM RAMON, SAN RAMON, CA, 94583","-121.968857570296,37.77911722196228",192090478.0,R,-121.968857570296,37.77911722196228,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,Bay Area
475.94,[41265],1881646909,2.0,"CALIFORNIA ADVANCED IMAGING MEDICAL ASSOCIATES, INC.","CALIFORNIA ADVANCED IMAGING MEDICAL ASSOCIATES, INC.","CALIFORNIA ADVANCED IMAGING MEDICAL ASSOCIATES, INC.",1101 VAN NESS AVE,,SAN FRANCISCO,CA,941096919.0,94109,4156006000.0,2085N0700X,2085R0204X,2085R0202X,,,,,,,,,,,,None,"1101 VAN NESS AVE, SAN FRANCISCO, CA, 94109",Match,Exact,"1101 VAN NESS AVE, SAN FRANCISCO, CA, 94109","-122.42155377742353,37.785722521397474",192301597.0,L,-122.42155377742353,37.785722521397474,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,california-pacific-medical-center-san-francisco-27,california-pacific-medical-center-san-francisco-27,https://www.yelp.com/biz/california-pacific-medical-center-san-francisco-27?start=0,2.3,6.0,Bay Area
939.49,[42505],1902807324,2.0,"BROWN, CROFT, FRAZIER, PA","BROWN, CROFT, FRAZIER, PA","BROWN, CROFT, FRAZIER, PA",2002 MEDICAL PKWY,SUITE 235,ANNAPOLIS,MD,214013046.0,21401,4102662770.0,2085N0700X,2085N0904X,2085R0001X,2085R0204X,2085R0202X,,,,,,,,,,None,"2002 MEDICAL PKWY, ANNAPOLIS, MD, 21401",Match,Exact,"2002 MEDICAL PKWY, ANNAPOLIS, MD, 21401","-76.53334728082581,38.98904813378317",606919339.0,R,-76.53334728082581,38.98904813378317,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Radiation Oncology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,Bay Area
