main_index,all_rates,provider_groups,npi,entity_type_code,business_name,last_name,first_name,first_line_location_address,second_line_location_address,city_name,state_name,int_postal,truncated_zips,phone,taxonomy_1,taxonomy_2,taxonomy_3,taxonomy_4,taxonomy_5,taxonomy_6,taxonomy_7,taxonomy_8,taxonomy_9,taxonomy_10,taxonomy_11,taxonomy_12,taxonomy_13,taxonomy_14,taxonomy_15,Input Address,Match,Match Result,Match Address,LatLong,Number,L or R,longitude,latitude,mapped_taxonomy_1,mapped_taxonomy_2,mapped_taxonomy_3,mapped_taxonomy_4,mapped_taxonomy_5,mapped_taxonomy_6,mapped_taxonomy_7,mapped_taxonomy_8,mapped_taxonomy_9,mapped_taxonomy_10,mapped_taxonomy_11,mapped_taxonomy_12,mapped_taxonomy_13,mapped_taxonomy_14,mapped_taxonomy_15,diagnostic_name
1123,352.08,[14092],1558336420,2.0,"STAND-UP MRI OF EAST ELMHURST, PC","STAND-UP MRI OF EAST ELMHURST, PC","STAND-UP MRI OF EAST ELMHURST, PC",7533 31ST AVE,nan,EAST ELMHURST,NY,113701811.0,11370,7187792825.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"7533 31ST AVE, EAST ELMHURST, NY, 11370",Match,Exact,"75-33 31ST AVE, EAST ELMHURST, NY, 11370","-73.89221151356185,40.7586414917065",59697754.0,L,-73.89221151356190,40.7586414917065,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1139,1853.15,[12058],1447430152,2.0,WEILL CORNELL IMAGING AT NEW YORK PRESBYTERIAN,WEILL CORNELL IMAGING AT NEW YORK PRESBYTERIAN,WEILL CORNELL IMAGING AT NEW YORK PRESBYTERIAN,1305 YORK AVE,3RD FLOOR,NEW YORK,NY,100215663.0,10021,2127462971.0,2085B0100X,2085N0904X,2085R0203X,2085R0204X,2085U0001X,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1305 YORK AVE, NEW YORK, NY, 10021",Match,Exact,"1305 YORK AVE, NEW YORK, NY, 10021","-73.95505961524213,40.76517013503258",59658449.0,L,-73.95505961524210,40.76517013503260,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,Lower pelvic MRI
1151,372.56,[43],1083649420,2.0,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,55 E 34TH ST,DEPT OF RADIOLOGY,NEW YORK,NY,100164337.0,10016,2125902900.0,2085R0202X,2085P0229X,2085N0904X,2085N0700X,2085R0205X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"55 E 34TH ST, NEW YORK, NY, 10016",Match,Exact,"55 E 34TH ST, NEW YORK, NY, 10016","-73.98231147543339,40.74757528410538",59654394.0,L,-73.98231147543340,40.74757528410540,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology","Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Radiological Physics",,,,,,,,,,,Lower pelvic MRI
1152,372.56,[43],1154479756,2.0,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,339 HICKS ST,DEPT OF RADIOLOGY,BROOKLYN,NY,112015509.0,11201,7187801788.0,2085R0202X,2085N0700X,2085N0904X,2085P0229X,2085R0205X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"339 HICKS ST, BROOKLYN, NY, 11201",Match,Exact,"339 HICKS ST, BROOKLYN, NY, 11201","-73.99774457483653,40.69111496956157",59074814.0,L,-73.99774457483650,40.69111496956160,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics",,,,,,,,,,,Lower pelvic MRI
1153,372.56,[43],1679621338,2.0,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,NEW YORK RADIOLOGY ASSOCIATES,10 UNION SQ E,SUITE 3P DEPT OF RADIOLOGY,NEW YORK,NY,100033314.0,10003,2128448880.0,2085P0229X,2085R0202X,2085N0700X,2085N0904X,2085R0205X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"10 UNION SQ E, NEW YORK, NY, 10003",Match,Exact,"10 UNION SQ E, NEW YORK, NY, 10003","-73.98971620434725,40.7355079969721",59653677.0,R,-73.98971620434730,40.7355079969721,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Radiological Physics",,,,,,,,,,,Lower pelvic MRI
1154,372.56,[43],1396929352,2.0,EASTSIDE MEDICAL RADIOLOGY PLLC,EASTSIDE MEDICAL RADIOLOGY PLLC,EASTSIDE MEDICAL RADIOLOGY PLLC,170 EAST 77TH STREET,LOWER LEVEL,NEW YORK,NY,100751912.0,10075,2123699200.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"170 EAST 77TH STREET, NEW YORK, NY, 10075",Match,Exact,"170 E 77TH ST, NEW YORK, NY, 10075","-73.95921523612077,40.77330613075094",59657396.0,R,-73.95921523612080,40.77330613075090,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1162,348.94,[153],1588639553,2.0,"STAND-UP MRI OF STATEN ISLAND, PC","STAND-UP MRI OF STATEN ISLAND, PC","STAND-UP MRI OF STATEN ISLAND, PC",2090 HYLAN BLVD,nan,STATEN ISLAND,NY,103063457.0,10306,7183510616.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2090 HYLAN BLVD, STATEN ISLAND, NY, 10306",Match,Exact,"2090 HYLAN BLVD, STATEN ISLAND, NY, 10306","-74.1007607383462,40.57931280145732",59868409.0,L,-74.1007607383462,40.57931280145730,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1163,348.94,[153],1093780058,2.0,"STAND-UP MRI OF BENSONHURST, PC","STAND-UP MRI OF BENSONHURST, PC","STAND-UP MRI OF BENSONHURST, PC",2671 86TH ST,nan,BROOKLYN,NY,112233506.0,11223,7189467304.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2671 86TH ST, BROOKLYN, NY, 11223",Match,Exact,"2671 86TH ST, BROOKLYN, NY, 11223","-73.98288619026181,40.5953946730462",59090597.0,L,-73.98288619026180,40.5953946730462,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1164,348.94,[153],1619068954,2.0,"STAND-UP MRI OF THE BRONX, P.C.","STAND-UP MRI OF THE BRONX, P.C.","STAND-UP MRI OF THE BRONX, P.C.",2050 EASTCHESTER RD,SUITE 1B,BRONX,NY,104612200.0,10461,7186781970.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2050 EASTCHESTER RD, BRONX, NY, 10461",Match,Exact,"2050 EASTCHESTER RD, BRONX, NY, 10461","-73.84354701925918,40.854575637766914",80305331.0,R,-73.84354701925920,40.854575637766900,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1166,348.94,[153],1124110440,2.0,"STAND-UP MRI OF BROOKLYN, P.C.","STAND-UP MRI OF BROOKLYN, P.C.","STAND-UP MRI OF BROOKLYN, P.C.",306 5TH AVE,nan,BROOKLYN,NY,112152420.0,11215,7187687700.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"306 5TH AVE, BROOKLYN, NY, 11215",Match,Exact,"306 5TH AVE, BROOKLYN, NY, 11215","-73.98288381248608,40.6733770351816",59078103.0,R,-73.98288381248610,40.6733770351816,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1168,348.94,[153],1851640817,2.0,SOUTH BROOKLYN RADIOLOGY PLLC,SOUTH BROOKLYN RADIOLOGY PLLC,SOUTH BROOKLYN RADIOLOGY PLLC,3852 NOSTRAND AVE,nan,BROOKLYN,NY,112352013.0,11235,7187432300.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3852 NOSTRAND AVE, BROOKLYN, NY, 11235",Match,Exact,"3852 NOSTRAND AVE, BROOKLYN, NY, 11235","-73.9400305204112,40.59039750524789",59092022.0,R,-73.9400305204112,40.59039750524790,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1171,348.94,[153],1508864570,2.0,HEALTHCARE RADIOLOGY AND DIAGNOSTIC SYSTEMS PLLC,HEALTHCARE RADIOLOGY AND DIAGNOSTIC SYSTEMS PLLC,HEALTHCARE RADIOLOGY AND DIAGNOSTIC SYSTEMS PLLC,600 E 233RD ST,nan,BRONX,NY,104662604.0,10466,7189200100.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"600 E 233RD ST, BRONX, NY, 10466",Match,Exact,"600 E 233RD ST, BRONX, NY, 10466","-73.86131938326372,40.89458490010736",80297046.0,R,-73.86131938326370,40.89458490010740,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1172,348.94,[153],1568413169,2.0,STATEN ISLAND PHYSICIAN PRACTICE PC,STATEN ISLAND PHYSICIAN PRACTICE PC,STATEN ISLAND PHYSICIAN PRACTICE PC,441 9TH AVE,9TH FLOOR,NEW YORK,NY,100011623.0,10001,6466802894.0,207N00000X,207P00000X,207Q00000X,207RG0300X,207RH0003X,207W00000X,208000000X,2085R0202X,208600000X,208800000X,207ND0101X,207NS0135X,207NP0225X,207ND0900X,207R00000X,"441 9TH AVE, NEW YORK, NY, 10001",Match,Exact,"441 9TH AVE, NEW YORK, NY, 10001","-73.9961252469435,40.75374745446635",59658565.0,L,-73.9961252469435,40.75374745446640, Allopathic & Osteopathic Physicians/Dermatology,Allopathic & Osteopathic Physicians/Emergency Medicine,Allopathic & Osteopathic Physicians/Family Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Geriatric Medicine","Allopathic & Osteopathic Physicians/Internal Medicine, Hematology & Oncology",Allopathic & Osteopathic Physicians/Ophthalmology,Allopathic & Osteopathic Physicians/Pediatrics,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Surgery,Allopathic & Osteopathic Physicians/Urology,"Allopathic & Osteopathic Physicians, Dermatology, MOHS-Micrographic Surgery","Allopathic &Osteopathic Physicians/Dermatology, Procedural Dermatology","Allopathic & Osteopathic Physicians/Dermatology, Pediatric Dermatology","Allopathic & Osteopathic Physicians/Dermatology, Dermapathology",Allopathic & Osteopathic Physicians/Internal Medicine,Lower pelvic MRI
1173,348.94,[153],1194956268,2.0,"STAND-UP MRI OF MANHATTAN, P.C.","STAND-UP MRI OF MANHATTAN, P.C.","STAND-UP MRI OF MANHATTAN, P.C.",191 AVENUE A,nan,NEW YORK,NY,100094094.0,10009,2126748300.0,2085R0202X,261QM1200X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"191 AVENUE A, NEW YORK, NY, 10009",Match,Exact,"191 AVE A, NEW YORK, NY, 10009","-73.98147214213708,40.72900428668697",59654699.0,L,-73.98147214213710,40.72900428668700,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1177,417.89,[15897],1275705840,2.0,"CHELSEA DIAGNOSTIC RADIOLOGY ,P.C","CHELSEA DIAGNOSTIC RADIOLOGY ,P.C","CHELSEA DIAGNOSTIC RADIOLOGY ,P.C",230 W 17TH ST,nan,NEW YORK,NY,100115325.0,10011,2129898999.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"230 W 17TH ST, NEW YORK, NY, 10011",Match,Exact,"230 W 17TH ST, NEW YORK, NY, 10011","-73.99921951922323,40.74079886803395",59662097.0,L,-73.99921951922320,40.74079886803400,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1189,662.82,[57739],1134139116,2.0,NEW YORK SOCIETY FOR THE RELIEF OF RUPTURED & CRIPPLED MAINTAINING,NEW YORK SOCIETY FOR THE RELIEF OF RUPTURED & CRIPPLED MAINTAINING,NEW YORK SOCIETY FOR THE RELIEF OF RUPTURED & CRIPPLED MAINTAINING,535 E 70TH ST,nan,NEW YORK,NY,100214872.0,10021,2126061233.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"535 E 70TH ST, NEW YORK, NY, 10021",Match,Exact,"535 E 70TH ST, NEW YORK, NY, 10021","-73.95392738725985,40.76528429893489",640859609.0,L,-73.95392738725990,40.76528429893490,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1190,662.82,[57739],1255777488,2.0,NY SOCIETY FOR THE RELIEF OF THE RUPTURED & CRIPPLED,NY SOCIETY FOR THE RELIEF OF THE RUPTURED & CRIPPLED,NY SOCIETY FOR THE RELIEF OF THE RUPTURED & CRIPPLED,535 EAST 70TH STREET,nan,NEW YORK,NY,10021.0,10021,2126061000.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"535 EAST 70TH STREET, NEW YORK, NY, 10021",Match,Exact,"535 E 70TH ST, NEW YORK, NY, 10021","-73.95392738725985,40.76528429893489",640859609.0,L,-73.95392738725990,40.76528429893490,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1209,1243.37,[48500],1780787796,2.0,MOUNT SINAI SCHOOL OF MEDICINE,MOUNT SINAI SCHOOL OF MEDICINE,MOUNT SINAI SCHOOL OF MEDICINE,1176 5TH AVE,nan,NEW YORK,NY,100296503.0,10029,2122418426.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1176 5TH AVE, NEW YORK, NY, 10029",Match,Exact,"1176 5TH AVE, NEW YORK, NY, 10029","-73.95442890344452,40.78961543051179",642471775.0,R,-73.95442890344450,40.78961543051180,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1212,1243.37,[48500],1942543889,2.0,FPA HOSPITAL BASED,FPA HOSPITAL BASED,FPA HOSPITAL BASED,1 GUSTAVE L LEVY PL,nan,NEW YORK,NY,100296500.0,10029,2122416381.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1 GUSTAVE L LEVY PL, NEW YORK, NY, 10029",Match,Exact,"1 GUSTAVE L LEVY PL, NEW YORK, NY, 10029","-73.95378628448896,40.79048797368887",59662666.0,L,-73.95378628448900,40.79048797368890,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1213,1243.37,[48500],1487995700,2.0,FPA HOSPITAL BASED,FPA HOSPITAL BASED,FPA HOSPITAL BASED,1176 5TH AVE,#1235,NEW YORK,NY,100296503.0,10029,2122416381.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1176 5TH AVE, NEW YORK, NY, 10029",Match,Exact,"1176 5TH AVE, NEW YORK, NY, 10029","-73.95442890344452,40.78961543051179",642471775.0,R,-73.95442890344450,40.78961543051180,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1263,1059.8,[55133],1588775654,2.0,"CANAL RADIOLOGY ASSOCIATES, P.C.","CANAL RADIOLOGY ASSOCIATES, P.C.","CANAL RADIOLOGY ASSOCIATES, P.C.",212 CANAL STREET,SUITE 206,NEW YORK,NY,100134156.0,10013,2123495799.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"212 CANAL STREET, NEW YORK, NY, 10013",Match,Exact,"212 CANAL ST, NEW YORK, NY, 10013","-73.998922272948,40.71723225532429",59653795.0,L,-73.998922272948,40.71723225532430,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1275,1176.09,[13874],1417906462,2.0,"PROFESSIONAL RADIOLOGY SERVICES, P.C.","PROFESSIONAL RADIOLOGY SERVICES, P.C.","PROFESSIONAL RADIOLOGY SERVICES, P.C.",161 ATLANTIC AVE,nan,BROOKLYN,NY,112016720.0,11201,7188020400.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"161 ATLANTIC AVE, BROOKLYN, NY, 11201",Match,Exact,"161 ATLANTIC AVE, BROOKLYN, NY, 11201","-73.99463357281195,40.690377939162204",59074817.0,L,-73.99463357281200,40.690377939162200,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1290,1734.19,[2234],1639159692,2.0,MSKCC RADIOLOGY GROUP,MSKCC RADIOLOGY GROUP,MSKCC RADIOLOGY GROUP,1275 YORK AVE,nan,NEW YORK,NY,100216007.0,10021,6462273813.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1275 YORK AVE, NEW YORK, NY, 10021",Match,Non_Exact,"1275 YORK AVE, NEW YORK, NY, 10065","-73.95572064471907,40.76426405062949",59658440.0,L,-73.95572064471910,40.76426405062950,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
